Ocurrències	Occitan	Morfologia oci	Francés	Morfologia fra (si diferent d’oci)	Comentaris 
7	Coyote	<np><al>			
7	Correllengua	<np><al>			
7	cornèr	<n><m>			
7	coordinator	<n><f>			
7	convulsat	<adj>			
7	Contenir	<vblex>			
7	consensus	<n><m>			
7	conflictiu	<adj>			
7	confident	<n><m>			
7	Comèrç	<n><m>			
7	cèrtament	<adv>			
7	casau	<n><m>			
7	Barrèra	<n><f>			
7	barcelonin	<adj>			
7	aver# de	<vbmod><pis>			
7	Auer# de	<vbmod><pri>			
7	Arró	<np><top>			
7	arrebrembar	<vblex>			
7	Aralar	<np><al>			
7	aquí dessús	<adv>			
7	aprofitar	<vblex>			
7	apressar	<vblex>			
7	Apréner	<vblex>			
7	Apertium	<np><al>			
7	apartier	<vblex>			
7	anet	<adv>			
7	anerar	<vblex>			
7	amont	<adv>			
7	Amb mai de	<pr>			
7	A maugrat	<pr>			
7	Amador	<np><ant>			
7	agranir	<vblex>			
7	adobament	<n><m>			
7	Addis Abeba	<np><top>			
7	Açò	<prn><tn>			
7	84%	<num><percent>			
7	6,5%	<num><percent>			
7	50,1%	<num><percent>			
7	0%	<num><percent>			
7	0,5%	<num><percent>			
7	0,15%	<num><percent>			
6	www.paysmorcenais.fr	<num>			
6	voler	<vbmod><imp>			
6	Voler	<vbmod><cni>			
6	voler# mai	<vblex>			
6	vielhèr	<n><m>			
6	Vermelh	<adj>			
6	venir# independenta	<vblex>			
6	vanitat	<n><f>			
6	uòlh	<n><m>			
6	universau	<adj>			
6	Unha	<np><top>			
6	Udin	<np><top>			
6	UAB	<n><acr>			
6	tristum	<n><m>			
6	Tresau	<adj>			
6	tremoladís	<n><m>			
6	Tredòs	<np><top>			
6	trastejar	<vblex>			
6	tramitar	<vblex>			
6	traductor	<n><f>			
6	tour	<np><al>			
6	Tèrratrem	<n><m>			
6	teatrau	<adj>			
6	tà ua	<adv>			
6	Suèz	<np><top>			
6	substitut	<n><m>			
6	Spratly	<np><top>			
6	sosprefectura	<n><f>			
6	sosprefècte	<n><f>			
6	sonor	<adj>			
6	solemnament	<adv>			
6	Sòfia	<np><top>			
6	Skopje	<np><top>			
6	Sexta	<np><al>			
6	setau	<adj>			
6	semana	<n><f>			
6	seissanta	<adj>			
6	SAS	<n><acr>			
6	Salvacion	<n><f>			
6	sagnament	<n><m>			
6	sacrat	<adj>			
6	rómper	<vblex>			
6	Rivero	<np><al>			
6	Ribièra Bassa	<np><top>			
6	rèste	<n><m>			
6	Restancar	<vblex>			
6	Repsol	<np><al>			
6	Rencontre	<n><m>			
6	reméter	<vblex>			
6	regulator	<adj>			
6	Redon	<adj>			
6	Recife	<np><top>			
6	Recampar	<vblex>			
6	reaparéisser	<vblex>			
6	Quitar	<vblex>			
6	Quim	<np><ant>			
6	punh	<n><m>			
6	púder	<vblex>			
6	Prouvènço	<np><top>			
6	procedent	<adj>			
6	Prèviament	<adv>			
6	prescindir	<vblex>			
6	potenciau	<adj>			
6	possibilitar	<vblex>			
6	policèr	<adj>			
6	Plasença	<np><top>			
6	Pete	<np><ant>			
6	persistent	<adj>			
6	per'mor de	<pr>			
6	per'mor	<cnjadv>			
6	peninsula Iberica	<np><top>			
6	Penent	<n><m>			
6	peish	<n><m>			
6	partenari	<n><f>			
6	Parra	<np><al>			
6	Palhars Sobeiran	<np><top>			
6	Oceania	<np><top>			
6	Nurembèrg	<np><top>			
6	nere	<adj>			
6	neishença	<n><f>			
6	Municipi	<n><m>			
6	Mosso	<n><m>			
6	Montjuïc	<np><top>			
6	monin	<n><m>			
6	mistral	<n><m>			
6	Mil	<num><f>			
6	Micolau	<np><ant>			
6	Meridiana	<np><top>			
6	Mèfi	<ij>			
6	Martín	<np><ant>			
6	Marcatosa	<np><top>			
6	Manaus	<np><top>			
6	maligne	<adj>			
6	malh	<n><m>			
6	lua	<n><f>			
6	lordèra	<n><f>			
6	lehendakari	<n><mf>			
6	laurèr	<n><m>			
6	Lauren	<np><al>			
6	lairon	<n><m>			
6	Jihad	<n><f>			
6	Isaura	<np><ant>			
6	INSEE	<n><acr>			
6	iniciatiua	<n><f>			
6	incondicionau	<adj>			
6	incomòde	<adj>			
6	IES	<np><al>			
6	Iberia	<np><al>			
6	humar	<vblex>			
6	Hendaia	<np><top>			
6	Gojat	<n><m>			
6	gessuda	<n><f>			
6	Gausac	<np><top>			
6	gatilop	<n><m>			
6	Formosa	<np><top>			
6	Foish	<np><top>			
6	Far# referéncia	<vblex>			
6	far# impacte	<vblex>			
6	estrument	<n><m>			
6	Enquia ara	<adv>			
6	enfangar	<vblex>			
6	embolh	<n><m>			
6	Ebridas	<np><top>			
6	domiciliari	<adj>			
6	disparièr	<adj>			
6	disnar	<vblex>			
6	Dinar	<vblex>			
6	Dimèrcs	<n><m>			
6	dimèrcs	<n><m>			
6	Dijaus	<n><m>			
6	Detier	<vblex>			
6	desvalorizar	<vblex>			
6	desnivèu	<n><m>			
6	Descríuer	<vblex>			
6	democràcia	<n><f>			
6	deficient	<adj>			
6	decebeire	<adj>			
6	cuert	<adj>			
6	cuelhuda	<n><f>			
6	creator	<n><f>			
6	crac	<n><m>			
6	corrèu	<n><m>			
6	Corpus	<n><m>			
6	Corbilhuèrs	<np><al>			
6	convenença	<n><f>			
6	Conflent	<np><top>			
6	condolença	<n><f>			
6	Compromís	<n><m>			
6	complèt	<adj>			
6	coma se deu	<adj>			
6	Çò es	<adv>			
6	codinèr	<n><m>			
6	Codinar	<vblex>			
6	çò de mès	<detnt>			
6	Civiu	<adj>			
6	Ciutat	<np><top>			
6	Cinc	<adj>			
6	charrada	<n><f>			
6	Chagos	<np><top>			
6	cantautor	<n><m>			
6	Cadis	<np><top>			
6	Betren	<np><top>			
6	Betlan	<np><top>			
6	bèth temps a	<adv>			
6	aver# lo sentiment	<vblex>			
6	Aver# de	<vbmod><pii>			
6	aval	<adv>			
6	autanplan	<adv>			
6	ausida	<n><f>			
6	aucupar	<vblex>			
6	ath madeish temps	<adv>			
6	ath costat de	<pr>			
6	atent	<adj>			
6	Assessor	<n><m>			
6	a saber	<adv>			
6	Arla	<n><f>			
6	ardit	<adj>			
6	Antònia	<np><ant>			
6	antisistèma	<adj>			
6	Antipòdes	<np><top>			
6	annuari	<n><m>			
6	ampliacion	<n><f>			
6	al revèrs	<adv>			
6	Al Dawha	<np><top>			
6	Alaba	<np><top>			
6	ajust	<n><m>			
6	agravament	<n><m>			
6	aganit	<adj>			
6	achabar	<vblex>			
6	Abu Dhabi	<np><top>			
6	79%	<num><percent>			
6	78%	<num><percent>			
6	67	<num>/67<num>$			
6	1,5%	<num><percent>			
6	0,7%	<num><percent>			
6	0,1%	<num><percent>			
5	Yukon	<np><top>			
5	Xàtiva	<np><top>			
5	vincular	<vblex>			
5	vice-president	<n><f>			
5	Vicenç	<np><ant>			
5	Veu	<n><f>			
5	Venècia Júlia	<np><top>			
5	Velasco	<np><al>			
5	urpa	<n><f>			
5	tripartit	<n><m>			
5	tretzau	<adj>			
5	tot tipe de	<pr>			
5	Tena	<np><al>			
5	teishut	<n><m>			
5	Talteüll	<np><top>			
5	Taibei	<np><top>			
5	Tahiti	<np><top>			
5	Supèr	<adv>			
5	SL	<n><acr>			
5	sindic	<n><f>			
5	shot	<n><m>			
5	Setif	<np><top>			
5	San Diego	<np><top>			
5	Salamon	<np><top>			
5	rugbi	<n><m>			
5	rescriure	<vblex>			
5	renóncia	<n><f>			
5	reivindicatiu	<adj>			
5	reinatge	<n><m>			
5	Reialme de Valéncia	<np><top>			
5	reculhiment	<n><m>			
5	réber	<vblex>			
5	realizator	<n><f>			
5	ramat	<n><m>			
5	qüestionar	<vblex>			
5	quaranta sèt	<num><mf>			
5	Quaranta	<adj>			
5	proporcionat	<adj>			
5	Produire	<vblex>			
5	priviliegiar	<vblex>			
5	Principat	<np><top>			
5	pressionar	<vblex>			
5	préner# part	<vblex>			
5	préner# consciéncia	<vblex>			
5	Potonejar	<vblex>			
5	Posar	<vblex>			
5	porgiment	<n><m>			
5	Pop	<adj>			
5	Póner	<vblex>			
5	póner	<vblex>			
5	poblant	<n><m>			
5	plurinacional	<adj>			
5	PIS	<n><m>			
5	peth moment	<adv>			
5	perfècte	<adj>			
5	Per açò	<adv>			
5	pendon	<n><m>			
5	pel segond còp	<adv>			
5	Pas	<n><f>			
5	parlaire	<n><m>			
5	Papèr	<n><m>			
5	païsatgistic	<adj>			
5	pair-sénher	<n><m>			
5	Oslo	<np><top>			
5	ornar	<vblex>			
5	Oelha	<n><f>			
5	oelha	<n><f>			
5	Notícia	<n><f>			
5	Nosati	<prn><tn>			
5	mòsso	<n><m>			
5	Mont Everest	<np><top>			
5	Montes	<np><al>			
5	Monsénher	<n><m>			
5	Moll	<np><al>			
5	Mogadisho	<np><top>			
5	Miei	<adj>			
5	Metre# a jorn	<vblex>			
5	Mençonar	<vblex>			
5	Masca	<n><f>			
5	Mar Roja	<np><top>			
5	Manel	<np><ant>			
5	Mallorca	<np><top>			
5	malària	<n><f>			
5	Magràs	<n><m>			
5	Luenh	<adv>			
5	Louise	<np><ant>			
5	lo	<det><def>/le<det><def>$			
5	Liéger	<vblex>			
5	legislador	<adj>			
5	Le Fur	<np><ant>			
5	lau	<n><m>			
5	laueg	<n><m>			
5	lamentablament	<adv>			
5	l'Alguer	<np><top>			
5	Kirkuk	<np><top>			
5	Kharkiv	<np><top>			
5	Júlia	<np><ant>			
5	Jo	<n><m>			
5	Joèl	<np><ant>			
5	Isard	<n><m>			
5	individu	<n><m>			
5	incomunicar	<vblex>			
5	inabilitacion	<n><f>			
5	impossibilitar	<vblex>			
5	impòrt	<n><m>			
5	i a longtemps	<adv>			
5	Hormatge	<n><m>			
5	hèr# possible	<vblex>			
5	herotge	<adj>			
5	herit	<n><m>			
5	hèr# conéisher	<vblex>			
5	Haifa	<np><top>			
5	Guardia	<n><mf>			
5	Grisons	<np><top>			
5	gratuït	<adj>			
5	granja	<n><f>			
5	Gràcies	<ij>			
5	governacion	<n><f>			
5	gòlf	<n><m>			
5	Gilberto	<np><ant>			
5	Gessa	<np><top>			
5	German	<n><m>			
5	geriatric	<adj>			
5	Garrigues	<np><top>			
5	Gahús	<n><m>			
5	fruta	<n><f>			
5	Foment	<n><m>			
5	fètus	<n><m>			
5	fem	<n><m>			
5	faus	<adj>			
5	far# omenatge	<vblex>			
5	far# impossible	<vblex>			
5	exposar	<vblex>			
5	expectacion	<n><f>			
5	excludir	<vblex>			
5	etarra	<n><mf>			
5	esturion	<n><m>			
5	Estrasburg	<np><top>			
5	espleitacion	<n><f>			
5	espera	<n><f>			
5	escòla mairau	<n><f>			
5	errança	<n><f>			
5	entrainament	<n><m>			
5	ensús	<adv>			
5	enquia ara	<adv>			
5	Enqüèra	<adv>			
5	encens	<n><m>			
5	embessonatge	<n><m>			
5	drapeau	<n><m>			
5	dorsau	<adj>			
5	Dins la majoritat de	<pr>			
5	Dig@ran	<num>			
5	diglossia	<n><f>			
5	diferenciau	<adj>			
5	diboishar	<vblex>			
5	desprene	<vblex>			
5	despenjar	<vblex>			
5	desesperança	<n><f>			
5	desembocar	<vblex>			
5	desconeissença	<n><f>			
5	D'entrada	<adv>			
5	de mès en mès	<adv>			
5	Demanar	<vblex>			
5	Dejà	<adv>			
5	debàter	<vblex>			
5	Danièla	<np><ant>			
5	daissar# de caire	<vblex>			
5	curriculum	<n><m>			
5	creishement	<n><m>			
5	contarotlat	<adj>			
5	Consum	<n><m>			
5	conseqüéncia	<n><f>			
5	confiança	<n><f>			
5	Còmi	<np><top>			
5	Colombia	<np><top>			
5	civiu	<adj>			
5	Ciutat del Vatican	<np><top>			
5	chapèu	<n><m>			
5	CEVA	<n><acr>			
5	catorze	<adj>			
5	Casarilh	<np><ant>			
5	Can	<n><f>			
5	Campfranc	<np><top>			
5	Brusselles	<np><top>			
5	brigalhar	<vblex>			
5	Borrell	<np><ant>			
5	Bornèo	<np><top>			
5	Bonn	<np><top>			
5	bíblia	<n><f>			
5	bateria	<n><f>			
5	base	<n><f>			
5	Barbesiu	<np><top>			
5	Baltasar	<np><ant>			
5	balanç	<n><m>			
5	Aver# de besonh	<vblex>			
5	auviatge	<n><m>			
5	Aurèlia	<np><ant>			
5	aumplir	<vblex>			
5	aucupacion	<n><f>			
5	atrèir	<vblex>			
5	Assisi	<np><top>			
5	Arròs	<n><m>			
5	Ara seguida	<adv>			
5	ara fin	<adv>			
5	Aqueste an	<adv>			
5	a qué	<adv><itg>			
5	Aplec	<n><m>			
5	antan	<adv>			
5	Andaman	<np><top>			
5	Amazonas	<np><top>			
5	al pus mai	<adv>			
5	Åland	<np><top>			
5	Airal	<n><m>			
5	ahlama	<n><f>			
5	Ager	<adv>			
5	adscriure	<vblex>			
5	Adishatz	<ij>			
5	Adelaïda	<np><top>			
5	98%	<num><percent>			
5	93%	<num><percent>			
5	92%	<num><percent>			
5	85%	<num><percent>			
5	72%	<num><percent>			
5	71%	<num><percent>			
5	63%	<num><percent>			
5	58%	<num><percent>			
5	57%	<num><percent>			
5	50,6%	<num><percent>			
5	48%	<num><percent>			
5	31,7%	<num><percent>			
5	2,6%	<num><percent>			
5	2017	<num>/2017<num>$			
5	12,5%	<num><percent>			
5	1,1%	<num><percent>			
4	www.oralitatdegasconha.net	<num>			
4	www.oc-book.com	<num>			
4	www.lecteurduval.org	<num>			
4	Winnipeg	<np><top>			
4	vintau	<adj>			
4	Vilaine	<np><top>			
4	vigent	<adj>			
4	vielhiment	<n><m>			
4	viari	<adj>			
4	veu	<n><f>			
4	vetz	<n><f>			
4	Vestfàlia	<np><top>			
4	Venus	<np><ant>			
4	vaste	<adj>			
4	Vancouver	<np><top>			
4	vagar	<vblex>			
4	Utrecht	<np><top>			
4	Urgelh	<np><top>			
4	un shinhau	<adv>			
4	Una seguida de	<pr>			
4	ueitau	<adj>			
4	TVE	<np><al>			
4	Tuc	<n><m>			
4	trebuc	<n><m>			
4	tramit	<n><m>			
4	Totparier	<cnjadv>			
4	Torà	<np><top>			
4	Tigre	<np><top>			
4	Textual	<adj>			
4	Teodora	<np><ant>			
4	tennis	<n><m>			
4	Tecnificacion	<n><f>			
4	Tbilissi	<np><top>			
4	Tau	<np><al>			
4	Talgo	<np><al>			
4	Suïls	<np><al>			
4	sufixe	<n><m>			
4	sufisença	<n><f>			
4	Sud-american	<adj>			
4	subresaut	<n><m>			
4	subdevesir	<vblex>			
4	st	<n><m>			
4	Sostenibilitat	<n><f>			
4	sostenibilitat	<n><f>			
4	sorrire	<vblex>			
4	sillaba	<n><f>			
4	Sieu	<adj>			
4	sheisau	<adj>			
4	Se vos plai	<ij>			
4	setanta	<adj>			
4	!	<sent>/!<sent>$			
4	segon	<adj>			
4	sauvaguardar	<vblex>			
4	Sant Jacme de Compostèla	<np><top>			
4	Santiago de Chile	<np><top>			
4	Salsas	<np><top>			
4	Saigon	<np><top>			
4	Sabah	<np><top>			
4	roux.jh@orange.fr	<num>			
4	Rocío	<np><ant>			
4	Ribèra Baisha	<np><top>			
4	Ribagòrça	<np><top>			
4	RFEDI	<n><acr>			
4	Reykjavík	<np><top>			
4	Retraire	<vblex>			
4	restituïr	<vblex>			
4	reproductiu	<adj>			
4	reportaire	<n><f>			
4	renovable	<adj>			
4	renauir	<vblex>			
4	renaishença	<n><f>			
4	Reig	<np><al>			
4	reiau	<adj>			
4	regne	<n><m>			
4	regidor	<n><m>			
4	rebaissa	<n><f>			
4	rave	<n><m>			
4	Ras	<adv>			
4	Rarotonga	<np><top>			
4	Rambalh	<n><m>			
4	Ramaderia	<n><f>			
4	Quishòt	<np><ant>			
4	quinsevolh	<det><ind>			
4	Quatre	<adj>			
4	Qazan	<np><top>			
4	Puish que	<cnjadv>			
4	prononciament	<n><m>			
4	primairenc	<adj>			
4	Prada de Conflent	<np><top>			
4	poth	<n><m>			
4	post	<adj>			
4	Pòrt Saïd	<np><top>			
4	Porto Alegre	<np><top>			
4	plumar	<vblex>			
4	plagar	<vblex>			
4	pionèr	<n><m>			
4	perseverança	<n><f>			
4	Perméter	<vblex>			
4	per çò qu'ei de	<pr>			
4	Pensilvània	<np><top>			
4	peirèra	<n><f>			
4	Pauc	<adj>			
4	pastèra	<n><f>			
4	Pardo	<np><al>			
4	Parapluèja	<n><m>			
4	Païses Baltics	<np><top>			
4	Pair	<n><m>			
4	nutritiu	<adj>			
4	Nòva Orleans	<np><top>			
4	Nere	<adj>			
4	Nèisher	<vblex>			
4	Naturau	<adj>			
4	Nacho	<np><ant>			
4	music	<n><m>			
4	*MsoNoSpacing/*MsoNoSpacing$				
4	Mos	<prn><pro>			
4	morralet	<n><m>			
4	Morella	<np><top>			
4	Montcorbau	<np><top>			
4	Modena	<np><top>			
4	misharnon	<n><m>			
4	minerau	<adj>			
4	mieidia	<n><f>			
4	méter# a jorn	<vblex>			
4	Mescladís	<np><al>			
4	Meclemborg	<np><top>			
4	Mau	<adv>			
4	mau	<adj>			
4	mar Roja	<np><top>			
4	maritime	<adj>			
4	marginau	<adj>			
4	Manacor	<np><top>			
4	malgrat de	<pr>			
4	mailou.gibert@laposte.net	<num>			
4	Lucía	<np><ant>			
4	Los Pirenèus	<np><top>			
4	lonh	<adv>			
4	liderar	<vblex>			
4	Lehendakari	<n><mf>			
4	lèbe	<n><f>			
4	Larèr	<n><m>			
4	Lan	<n><f>			
4	lan	<n><f>			
4	Laci	<np><top>			
4	Karachi	<np><top>			
4	Kamchatka	<np><top>			
4	JO	<n><m>			
4	Jaquet	<np><ant>			
4	Jacobin	<adj>			
4	isard	<n><m>			
4	irrompre	<vblex>			
4	intellectuau	<adj>			
4	instigar	<vblex>			
4	insistentament	<adv>			
4	infraestructura	<n><f>			
4	info@jor...	<num>			
4	inexorablament	<adv>			
4	indefugible	<adj>			
4	Ignasi	<np><ant>			
4	Huec	<n><m>			
4	honoris causa	<adj>			
4	Hèira	<n><f>			
4	guarda	<n><mf>			
4	guanhador	<adj>			
4	granatge	<n><m>			
4	Gràcia	<np><top>			
4	govèrnament	<n><m>			
4	Golf de Mexic	<np><top>			
4	Giza	<np><top>			
4	Gitano	<n><m>			
4	fumaire	<n><m>			
4	Franja de Ponent	<np><top>			
4	fóter	<vblex>			
4	ficar	<vblex>			
4	Femenin	<adj>			
4	Farfadet	<n><m>			
4	Fabre	<n><f>			
4	expansiu	<adj>			
4	eventuau	<adj>			
4	Europenc	<adj>			
4	EUPV	<n><acr>			
4	EUA	<np><top>			
4	eth vòste	<det><pos>			
4	Eth sòn	<det><pos>			
4	Eth mèn	<det><pos>			
4	Estonament	<n><m>			
4	èster# sufisent	<vbser>			
4	Estendard	<n><m>			
4	èsser# en dificultat	<vbser>			
4	esquia	<n><f>			
4	escarraunhar	<vblex>			
4	epidèmia	<n><f>			
4	entremièg	<adv>			
4	Entad	<pr>			
4	enquia que	<cnjadv>			
4	en lòc de	<pr>			
4	Emília-Romanha	<np><top>			
4	*em/*em$				
4	Ebre	<np><top>			
4	Dusau	<adj>			
4	dotzau	<adj>			
4	donques que	<cnjadv>			
4	Donbas	<np><top>			
4	Diuendres	<n><m>			
4	disposar	<vblex>			
4	Dimèrcles	<n><m>			
4	dever	<vbmod><prs>			
4	deth temps que	<cnjadv>			
4	destronar	<vblex>			
4	d'estil renaissença	<adj>			
4	desgràcia	<n><f>			
4	desfavorit	<adj>			
4	descorbir	<vblex>			
4	descoratjament	<n><m>			
4	desconvocar	<vblex>			
4	depéner	<vblex>			
4	de jo	<adv>			
4	decennia	<n><f>			
4	decéber	<vblex>			
4	D'aicí a	<pr>			
4	culminacion	<n><f>			
4	criminau	<adj>			
4	creishuda	<n><f>			
4	Contier	<vblex>			
4	Conselheria	<n><f>			
4	Conéisser# plan	<vblex>			
4	concrètament	<adv>			
4	comprométer	<vblex>			
4	competenciau	<adj>			
4	comarcal	<adj>			
4	collaborator	<n><m>			
4	Còlha	<n><f>			
4	codina	<n><f>			
4	classe	<n><f>			
4	César	<np><al>			
4	CEGVA	<n><acr>			
4	castèu	<n><m>			
4	Carrèr	<n><m>			
4	Çaquelà	<cnjadv>			
4	çaquelà	<cnjadv>			
4	Cantàbria	<np><top>			
4	Candela	<n><f>			
4	calomniar	<vblex>			
4	cada viatge	<adv>			
4	Brunswick	<np><top>			
4	BRIC	<adv>			
4	Borja	<np><ant>			
4	boreau	<adj>			
4	Bòna	<np><top>			
4	Bogia	<np><top>			
4	blu	<adj>			
4	blat negre	<n><m>			
4	Blaia	<np><top>			
4	beton	<n><m>			
4	Berrí	<np><top>			
4	benèster	<n><m>			
4	baticòr	<n><m>			
4	Bàter	<vblex>			
4	barralh	<n><m>			
4	barbaria	<n><f>			
4	Aver# enveja de	<vblex>			
4	aver# de	<vbmod><fti>			
4	autan	<preadv>			
4	Aureli	<np><ant>			
4	aupin	<adj>			
4	aula	<n><f>			
4	auer# de	<vbmod><cni>			
4	aubergar	<vblex>			
4	ath cant de	<pr>			
4	astrada	<n><f>			
4	a sèt oras	<adv>			
4	Artida	<np><top>			
4	Arren	<prn><tn>			
4	Arremassar	<vblex>			
4	arrefús	<n><m>			
4	Arpalhand	<adj>			
4	aquò òc	<prn><tn>			
4	aqui.loc@lap....	<num>			
4	a quatre oras	<adv>			
4	apregondiment	<n><m>			
4	apostar	<vblex>			
4	apertier	<vblex>			
4	apassionant	<adj>			
4	anientar	<vblex>			
4	a lèu	<ij>			
4	Al cors de	<pr>			
4	A la debuta	<adv>			
4	airejar	<vblex>			
4	aiguat	<n><m>			
4	ah	<ij>			
4	Agustín	<np><ant>			
4	agradable	<adj>			
4	agençar	<vblex>			
4	afirmativament	<adv>			
4	adiu	<ij>			
4	a dètz oras	<adv>			
4	actuacion	<n><f>			
4	Ac	<prn><pro>			
4	A compdar de	<pr>			
4	Acadiar	<vblex>			
4	9,9%	<num><percent>			
4	96%	<num><percent>			
4	87%	<num><percent>			
4	86%	<num><percent>			
4	81%	<num><percent>			
4	76%	<num><percent>			
4	7,5%	<num><percent>			
4	7,4%	<num><percent>			
4	67%	<num><percent>			
4	5,5%	<num><percent>			
4	49,9%	<num><percent>			
4	4,3%	<num><percent>			
4	25,5%	<num><percent>			
4	19,2%	<num><percent>			
4	17,7%	<num><percent>			
4	150%	<num><percent>			
4	0,4%	<num><percent>			
3	Zanzibar	<np><top>			
3	www.chambradoc.it	<num>			
3	Volgograd	<np><top>			
3	Voler	<vbmod><ifi>			
3	Voivodina	<np><top>			
3	vigéncia	<n><f>			
3	vice-president	<n><m>			
3	Via Laietana	<np><top>			
3	vesiau	<adj>			
3	verdum	<n><m>			
3	Verdièr	<n><m>			
3	verdejar	<vblex>			
3	Véner	<vblex>			
3	vegetau	<adj>			
3	vea	<n><f>			
3	vacances	<n><f>			
3	UdL	<n><acr>			
3	UCI	<n><acr>			
3	trobaire	<n><m>			
3	Trelha	<n><f>			
3	travestir	<vblex>			
3	transportaire	<n><m>			
3	transformador	<adj>			
3	trailer	<n><m>			
3	Tràcia	<np><top>			
3	Tot lo mond	<prn><tn>			
3	tot açò	<prn><tn>			
3	toponime	<n><m>			
3	tirar# plan	<vblex>			
3	Tiran	<n><f>			
3	tieu	<adj>			
3	téner# compte	<vblex>			
3	Telefónica	<np><al>			
3	Tautavuèlh	<np><top>			
3	Taulejada	<n><f>			
3	Surabaya	<np><top>			
3	subministrament	<n><m>			
3	subervivença	<n><f>			
3	ST	<n><m>			
3	Sosprefectura	<n><f>			
3	sorisent	<adj>			
3	sies	<adj>			
3	Sierra Nevada	<np><top>			
3	shautar	<vblex>			
3	setanta cinc	<adj>			
3	Sèt	<adj>			
3	SER	<n><m>			
3	;	<sent>/;<sent>$			
3	Sens dobte	<adv>			
3	Se non	<adv>			
3	senderisme	<n><m>			
3	senador	<n><f>			
3	seishanta	<num><mf>			
3	Segon	<adj>			
3	*school/*school$				
3	saunei	<n><m>			
3	Sàsser	<np><top>			
3	Sant Joan de Lus	<np><top>			
3	Sant Jaume de Compostèla	<np><top>			
3	Santana	<np><al>			
3	Sanitat	<n><f>			
3	S.A.	<n><acr>			
3	Samos	<np><top>			
3	Sabor	<n><m>			
3	Rurau	<adj>			
3	Running	<n><m>			
3	ROS	<np><al>			
3	Romièg	<np><ant>			
3	rituau	<adj>			
3	retransméter	<vblex>			
3	resplendor	<n><f>			
3	represalhar	<vblex>			
3	Reportaire	<n><m>			
3	repassar	<vblex>			
3	Rendre	<vblex>			
3	remòrs	<n><m>			
3	remodelament	<n><m>			
3	reméter# en causa	<vblex>			
3	Reiaume Unit	<np><top>			
3	Recuélher	<vblex>			
3	reconstruïr	<vblex>			
3	recomanar	<vblex>			
3	recinte	<n><m>			
3	realizator	<n><m>			
3	Ramona	<np><ant>			
3	quitança	<n><f>			
3	Quitament pas	<adv>			
3	quist	<n><m>			
3	Quinze	<adj>			
3	quinsevolh	<prn><tn>			
3	quinsevolhe	<det><ind>			
3	quiet	<adj>			
3	quauquarrés	<prn><tn>			
3	Purmèr	<adj>			
3	punt d'enguarda	<n><m>			
3	Puigcerdà	<np><top>			
3	propietari	<n><m>			
3	propiciar	<vblex>			
3	propèr	<adj>			
3	Prométer	<vblex>			
3	programari	<n><m>			
3	processar	<vblex>			
3	Primitivament	<adv>			
3	prescríuer	<vblex>			
3	pòur	<n><f>			
3	potenciacion	<n><f>			
3	portavotz	<n><mf>			
3	pondre	<vblex>			
3	Ponç	<np><ant>			
3	Politecnica	<np><al>			
3	plenari	<adj>			
3	plantejar	<vblex>			
3	pis	<n><m>			
3	Phnompenh	<np><top>			
3	Peth maitin	<adv>			
3	per miei de	<pr>			
3	permenar	<vblex>			
3	Pericle	<n><m>			
3	Percórrer	<vblex>			
3	pèisher	<vblex>			
3	Pavia	<np><top>			
3	patrocinar	<vblex>			
3	pastor	<n><f>			
3	Pastèl	<adj>			
3	parallel	<adj>			
3	Palma de Malhòrca	<np><top>			
3	Padenar	<vblex>			
3	ovacionar	<vblex>			
3	orsardet	<n><m>			
3	Orcadas	<np><top>			
3	O Porto	<np><top>			
3	OIT	<n><acr>			
3	Ofèrta	<n><f>			
3	ochanta	<adj>			
3	ocean Atlantic	<np><top>			
3	Nuakshut	<np><top>			
3	Noticia	<n><f>			
3	Non sonque	<adv>			
3	Niue	<np><top>			
3	naturalizacion	<n><f>			
3	narrator	<n><m>			
3	Mülhausen	<np><top>			
3	Montse	<np><ant>			
3	Mòir	<vblex>			
3	modèu	<n><m>			
3	mirador	<n><m>			
3	Minneapòlis	<np><top>			
3	Milèr	<n><m>			
3	Miei naturau	<n><m>			
3	Meteis	<adv>			
3	mèslèu	<adv>			
3	Mercar	<vblex>			
3	mautractament	<n><m>			
3	Mashhad	<np><top>			
3	Masclista	<adj>			
3	mar Negra	<np><top>			
3	marchandisa	<n><f>			
3	Mantun	<prn><tn>			
3	Manja	<n><f>			
3	Malvinas	<np><top>			
3	Malh	<n><m>			
3	Malgrat de	<pr>			
3	Malèsser	<n><m>			
3	Malaga	<np><top>			
3	malafacha	<n><f>			
3	majoria	<n><f>			
3	Mainatge	<n><m>			
3	luònh	<adv>			
3	Lunfèrn	<n><m>			
3	los Aups	<np><top>			
3	lo Caire	<np><top>			
3	Litorau	<adj>			
3	Libe	<n><m>			
3	leugèrament	<adv>			
3	La Valeta	<np><top>			
3	L'autre còp	<adv>			
3	LAN	<n><f>			
3	Laia	<np><ant>			
3	Lac Chad	<np><top>			
3	Kazakhstan	<np><top>			
3	Jamaica	<np><top>			
3	jaciment	<n><m>			
3	istoric	<adj>/historique<adj>$			
3	Irissa	<np><top>			
3	intocable	<adj>			
3	interrómper	<vblex>			
3	interconnexion	<n><f>			
3	ingrat	<adj>			
3	ingenuitat	<n><f>			
3	inevitablament	<adv>			
3	indocumentat	<adj>			
3	Impòst	<n><m>			
3	Imam	<n><m>			
